Close,Volume,RSI,MACD,MACD_Signal,BB_Width,SMA_20,SMA_50,Volume_Ratio,Daily_Return,Future_Return,Signal
41.88176727294922,117473600,57.98589724013263,0.6420772406062909,0.5531612778634408,0.07927634124808498,41.26177349090576,40.357476959228514,0.8350119067470904,-0.008501253929536157,-0.04018178615388903,0
41.931053161621094,90975200,58.342837106920435,0.6181482409196164,0.5661586704746759,0.06680510819643179,41.39415092468262,40.39075645446778,0.6635453542372575,0.0011767862695637454,-0.05485575202415872,0
41.783180236816406,157618800,56.784083962129294,0.5805598939907171,0.5690389151778842,0.06478068011789925,41.453180122375485,40.42121879577637,1.1696588105543477,-0.003526573115984477,-0.07347462524684545,0
41.144771575927734,133787200,50.50985053217821,0.4935670806394583,0.553944548270199,0.06144223751291311,41.486860847473146,40.43517280578613,1.002824668189187,-0.015279082570314961,-0.014432142838931175,1
41.13069534301758,78597600,50.377676985720385,0.41866273159205747,0.5268881849345708,0.05653832049247751,41.5266450881958,40.43963508605957,0.6020306977626294,-0.00034211474194678626,-0.03937455974750897,0
40.198883056640625,148219600,42.45727462835155,0.2808732987346261,0.47768520769458184,0.05601176031885477,41.5289924621582,40.42849998474121,1.136036569102052,-0.02265491207007131,-0.02796744245720398,0
39.63089370727539,165963200,38.48535006837624,0.12440808787149393,0.4070297837299643,0.06555359173086557,41.48615779876709,40.40609893798828,1.2518855993539442,-0.014129480875499256,-0.006337279205190181,1
38.71317672729492,164115200,33.09769390068446,-0.07280456391853818,0.31106291420026383,0.08794617911916046,41.36223087310791,40.36553039550781,1.2246136332465911,-0.023156605721762813,0.010549024001453624,1
40.55096435546875,150164800,48.61213801357418,-0.07988207787214208,0.23287391578578265,0.08846695287984845,41.28947143554687,40.357089080810546,1.1215563621567193,0.04747188899323995,-0.025352035033798074,0
39.511192321777344,163690400,42.593891856070435,-0.16746157920864846,0.15280681678689645,0.09525428199413623,41.17152996063233,40.31939041137695,1.2189452325648589,-0.025641117300609473,0.01942463241079854,1
39.074623107910156,166674000,40.33592824503417,-0.2689956377242808,0.068446325884661,0.10418228618181198,41.034928512573245,40.27716781616211,1.2340203859095682,-0.011049254355874338,0.037962339422394104,2
39.37974166870117,153594000,42.625167828529285,-0.32113969424493405,-0.009470878141258007,0.11016650052927791,40.95019702911377,40.22744316101074,1.1549711494081218,0.007808611741395133,0.0035759388861727748,1
39.12156295776367,150347200,41.18518964356514,-0.3789290408900925,-0.0833625106910249,0.11665041580296626,40.83835697174072,40.171806640625,1.132032795303426,-0.006556130131820992,0.020218257882149482,2
39.52291488647461,121112000,44.33347117341025,-0.3878706367873974,-0.1442641359102994,0.11916882957718591,40.73942565917969,40.127937393188475,0.909337861902759,0.010259097499357273,0.02886148081764785,2
40.278682708740234,138422000,49.7844309284295,-0.3301668114346086,-0.18144467101516126,0.118557153014213,40.680043601989745,40.10600936889649,1.022693538741882,0.01912226930722305,0.004836622291421907,1
40.557987213134766,107732800,51.6680262004647,-0.2589139757058305,-0.1969385319532951,0.11830684893845579,40.65387325286865,40.089480056762696,0.8016050434699273,0.006934300866148435,0.007754490604007719,1
39.52056121826172,140021200,44.927074542190944,-0.28289614701126453,-0.21413005496488902,0.11924523266463527,40.55341720581055,40.06538650512695,1.0247258175708014,-0.025578833323786743,0.03771245737725141,2
39.912532806396484,116070800,47.703306314586264,-0.2671933209519395,-0.22474270816229913,0.11389703479254255,40.43688278198242,40.06367202758789,0.8534046618939468,0.009918168569773345,0.033931543002080414,2
40.663604736328125,113634400,52.630791504139026,-0.19193102896273473,-0.21818037232238627,0.10272796522642609,40.3374828338623,40.075108947753904,0.8401841339037364,0.018817947073789032,0.028802257470177454,2
40.47349548339844,89726400,51.31288697063189,-0.14594300807713267,-0.20373289947333556,0.09350053996091036,40.249114227294925,40.09934043884277,0.672626719847265,-0.004675169704269955,0.03131532823544536,2
40.872493743896484,91557200,53.920847214105024,-0.07642041813469547,-0.17827040320560755,0.08724589870721566,40.19865055084229,40.13618041992188,0.6930837872782382,0.009858260467315194,-0.007694821185425815,1
41.01097869873047,100497200,54.82532571454444,-0.010033031690078076,-0.14462292890250167,0.08029015691139021,40.15264682769775,40.17363952636719,0.7580272037520752,0.0033882188765315124,-0.0515652721820608,0
41.26682662963867,86313600,56.523236880423994,0.06250373601493919,-0.1031975959190135,0.07578941236930652,40.12682914733887,40.21457916259766,0.6690352311303658,0.006238522927913603,-0.06017516787761266,0
41.834808349609375,106421600,60.107866817770436,0.1639313267100917,-0.049771811393192464,0.08158010763112263,40.161330986022946,40.30091346740723,0.8337391502726025,0.013763639377173842,-0.0858391515293874,0
41.740936279296875,83018000,59.23854963787252,0.23404085424734689,0.006990721734915405,0.08606002338877378,40.191843032836914,40.4041177368164,0.6492640115597118,-0.0022438747544394344,-0.07979091102505032,0
40.557987213134766,139235200,49.51924313249679,0.1919365317493842,0.043979883737809165,0.08638768980793515,40.20979824066162,40.45308776855469,1.0927644943835746,-0.028340261901332653,-0.049652498256918504,0
38.896236419677734,261964400,39.672275601254185,0.024200186932475276,0.04002394437674239,0.09029003383173395,40.17306537628174,40.48513893127441,1.9813422952598188,-0.04097222045868365,-0.020516426606802488,0
38.78358840942383,146062000,39.10460200921523,-0.11647912890651924,0.008723329720090066,0.0897290601829915,40.17658596038818,40.535461044311525,1.1123197588417777,-0.0028961159387882462,0.00012107936698408608,1
38.243743896484375,134768000,36.415382201013564,-0.2684350881726232,-0.04670835385845258,0.09877972322311608,40.061224937438965,40.56611396789551,1.0323638656713583,-0.013919405993084388,0.03780569451415649,2
38.4103889465332,113528400,37.83653909706858,-0.37113619086242977,-0.11159392125924802,0.10471391036674906,40.00618476867676,40.5705265045166,0.8866980299608654,0.004357446030908818,0.07894943049758503,2
38.54418182373047,111852000,39.015061414315916,-0.43669760942289315,-0.17661465889197706,0.10774035167118894,39.97966270446777,40.569963150024414,0.8927169011872244,0.0034832471335686233,0.0771525414469297,2
38.09822463989258,142623200,36.52914250689417,-0.5186617143057859,-0.24502406997473883,0.11489444912829477,39.91558685302734,40.54625755310059,1.1433144858751483,-0.011570025947815754,0.13251614237834528,2
38.78828430175781,169709600,42.62145731422795,-0.5219204363950922,-0.3004033432588095,0.11632181758999378,39.89892292022705,40.50997131347656,1.3499711645925059,0.018112646150515666,0.1204162108300102,2
39.6895751953125,214277600,49.44673334959243,-0.44662790593768165,-0.32964825579458396,0.11608364545347123,39.90725593566894,40.49433967590332,1.6435888196049788,0.02323616292339703,0.10023630423483024,2
41.442867279052734,266157600,59.531424388232054,-0.24268449897395783,-0.31225550443045874,0.12047504932879598,39.96546516418457,40.51649681091308,1.9461860376418119,0.044175128484300386,0.061108437141792815,2
41.51796340942383,136272800,59.90040313388852,-0.07414356859984395,-0.2646331172643358,0.12443996505064661,40.01346397399902,40.543817367553714,0.9861580327206403,0.0018120399311525315,0.074340078750901,2
43.146854400634766,224805200,66.94130489105203,0.18868913191634107,-0.17396866742820044,0.14057612385832557,40.19477863311768,40.59700271606445,1.578413753338956,0.039233403024802715,0.02984964045956882,2
43.459022521972656,169805600,68.09740515224355,0.41736418465636405,-0.055702097011287546,0.15643065391203625,40.37210311889648,40.64234886169434,1.1701732805463385,0.007235014595485811,0.020066408473909465,2
43.667911529541016,113611200,68.88162604236528,0.608432774333842,0.07712487725773837,0.17123160866530465,40.52231845855713,40.67558403015137,0.7829297347108414,0.004806573996521513,0.005960192643126346,1
43.97537612915039,92844800,70.04868425855412,0.7757237710661329,0.2168446560194173,0.18582364513966093,40.69741249084473,40.71769111633301,0.6391353367258165,0.007040973310605381,0.008249564685825609,1
44.60441207885742,111957200,72.33468454927485,0.9481315648237185,0.3631020377802776,0.20291334805973954,40.88400840759277,40.77364631652832,0.7653295668369675,0.014304276735681132,-0.012254999431700539,1
44.43477249145508,104848800,70.7660500732812,1.058871475298865,0.5022559252839951,0.21570677555284706,41.055198097229,40.84085433959961,0.7156727086470908,-0.003803201959089453,-0.012090081058117534,1
44.33108901977539,83115200,69.7701589017577,1.1252955558471243,0.6268638513966209,0.22582612317024678,41.20841121673584,40.90030883789063,0.5679443327744672,-0.002333385901764795,-0.002763500861233018,1
43.92818069458008,94780800,65.88967668393812,1.1323724983597003,0.7279655807892369,0.2322066795427575,41.313079833984375,40.94884162902832,0.6502440830208831,-0.009088617809853039,0.0038620090523137102,1
44.33815383911133,76732400,67.84916251261046,1.1577169919334693,0.8139158630180835,0.24000553016013673,41.4429407119751,41.00627822875977,0.5275604410110583,0.009332805002366884,0.0009565532284703898,1
44.05778503417969,69176000,65.09516229654255,1.1420148301869375,0.8795356564518544,0.24419817305485603,41.61793060302735,41.06580604553223,0.4873449254582632,-0.006323420816053971,0.006203307437804148,1
43.897552490234375,73190800,63.508597828935585,1.103916069413394,0.9244117390441624,0.23946342842755036,41.86799640655518,41.113163452148434,0.5523585505135015,-0.003636872435166749,0.012183988153792142,1
